10000,20000,30000,40000,50000,60000,70000,80000,90000,100000
118.0,242.0,546.0,970.0,1513.0,2175.0,2971.0,3872.0,4900.0,6042.0
113.0,243.0,544.0,970.0,1510.0,2178.0,2967.0,3879.0,4896.0,6048.0
60.0,242.0,546.0,967.0,1511.0,2178.0,2968.0,3891.0,4902.0,6043.0
60.0,242.0,544.0,967.0,1511.0,2175.0,2962.0,3879.0,4895.0,6051.0
60.0,242.0,920.0,967.0,1516.0,2182.0,2964.0,3867.0,4898.0,6045.0
