1000000,2000000,3000000,4000000,5000000,6000000,7000000,8000000,9000000,10000000
2647.0,5540.0,9019.0,11460.0,14962.0,18768.0,21406.0,23546.0,26565.0,30783.0
2670.0,5526.0,9035.0,11405.0,14864.0,18947.0,21245.0,23611.0,26730.0,30846.0
2651.0,5585.0,9050.0,11414.0,14915.0,18764.0,21276.0,23521.0,26621.0,30840.0
2660.0,5536.0,9041.0,11488.0,14794.0,19154.0,21256.0,23523.0,26643.0,30735.0
2671.0,5669.0,9056.0,11380.0,14882.0,18874.0,21262.0,23461.0,26507.0,30874.0
